id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price
235,1523,0.1,129,148,1606,707,19,8,19,Yes,4,single,medium,Single,6.0,8.0,11329,Touch,none,762.66
236,1133,0.1,199,730,1543,1457,18,12,20,No,3,penta,medium,Single,3.0,12.0,42227,LCD,b,702.26
237,1718,0.1,183,564,980,3755,7,1,8,Yes,4,penta,high,Dual,14.0,16.0,6196,Touch,g,1400.92
238,1330,1.0,183,1290,1441,1733,9,0,11,No,3,hepta,low,Single,,1.0,38071,LCD,b,695.46
239,1799,0.4,107,632,1383,720,12,2,11,Yes,3,quad,low,Single,,2.0,48973,Touch,g,768.5
240,633,0.1,139,529,1009,3560,11,1,16,Yes,4,octa,medium,Single,,1.0,49265,Touch,n,1128.87
241,724,0.5,187,1273,1754,2311,7,6,7,No,3,hepta,high,Dual,,,44351,LCD,none,731.6
242,822,0.3,157,667,860,3846,10,1,3,Yes,4,hexa,low,Single,,20.0,51425,LCD,none,995.33
243,1918,0.6,110,1170,1543,1717,7,1,16,No,3,penta,medium,Single,2.0,10.0,10416,Touch,b,736.85
244,1891,0.4,129,169,1108,3704,8,6,11,No,4,hepta,high,Single,7.0,14.0,37529,LCD,none,1265.47
245,1373,0.2,127,105,673,3800,8,3,14,Yes,3,hepta,medium,Dual,2.0,12.0,50266,LCD,none,724.21
246,862,0.4,165,793,1758,278,16,3,11,Yes,2,dual,low,Dual,3.0,15.0,23409,LCD,b,434.73
247,1273,0.4,99,490,886,1767,18,15,11,No,4,quad,medium,Single,3.0,15.0,48661,Touch,none,1055.64
248,957,0.8,107,1201,1485,1846,12,5,7,Yes,3,penta,high,Single,4.0,10.0,7991,LCD,a,826.14
249,1617,0.7,105,246,1038,829,9,0,10,Yes,4,dual,medium,Dual,3.0,4.0,30262,LCD,none,598.77
250,893,0.6,183,417,946,2986,7,1,6,No,2,dual,high,Dual,,1.0,55404,Touch,b,632.04
251,1210,0.1,93,1177,1462,2394,17,9,7,No,2,penta,low,Single,,,63287,LCD,none,795.92
252,708,1.0,195,78,654,2169,6,5,7,Yes,4,octa,high,Dual,,7.0,63285,Touch,g,806.53
253,835,0.2,101,323,1604,1181,13,5,15,No,3,quad,medium,Dual,2.0,7.0,7257,Touch,a,681.67
254,1450,0.6,131,707,1882,575,15,9,12,Yes,2,single,high,Dual,9.0,17.0,19312,LCD,none,538.1
255,973,0.2,190,457,1816,2977,6,4,2,Yes,4,hepta,medium,Single,5.0,16.0,57365,LCD,none,955.01
256,601,0.1,154,356,765,532,12,8,10,Yes,4,quad,medium,Single,4.0,13.0,4322,Touch,b,639.38
257,507,0.5,141,936,1398,1702,17,0,5,Yes,3,hepta,low,Dual,1.0,11.0,32653,Touch,g,742.67
258,564,0.5,168,912,1980,1074,14,8,15,No,4,triple,medium,Dual,,1.0,52034,Touch,none,838.39
259,1559,0.5,162,179,1559,3352,9,1,3,Yes,4,hexa,medium,Dual,6.0,17.0,6328,Touch,b,1211.02
260,754,0.7,178,1914,1928,1027,6,3,5,No,4,hepta,low,Dual,7.0,10.0,59530,LCD,none,859.19
261,728,0.2,88,526,1529,2039,5,1,12,No,3,quad,high,Dual,,1.0,25729,Touch,b,672.71
262,1431,0.6,191,156,952,461,7,3,8,Yes,4,single,low,Single,,1.0,56952,LCD,none,727.84
263,767,0.7,175,344,1517,527,10,0,15,No,2,quad,medium,Single,4.0,10.0,28333,Touch,none,455.41
264,1722,0.8,177,865,1741,3271,14,0,15,No,3,dual,high,Single,8.0,16.0,18726,LCD,n,903.04
265,1992,1.0,100,1552,1596,606,9,3,4,Yes,4,dual,medium,Single,5.0,15.0,57142,Touch,a,806.91
266,1876,0.3,86,546,1564,2513,10,8,16,No,4,hexa,low,Single,10.0,14.0,40552,Touch,none,1132.49
267,1054,0.4,136,1097,1222,1675,18,4,14,No,4,hexa,medium,Dual,10.0,12.0,38682,Touch,g,922.89
268,1283,0.9,93,372,692,2698,9,6,17,Yes,3,penta,medium,Dual,4.0,5.0,47413,Touch,none,654.23
269,1281,0.3,148,1285,1617,1129,12,1,6,Yes,2,single,high,Dual,,6.0,28258,Touch,none,609.84
270,1066,0.9,114,1242,1571,468,19,13,6,No,4,hepta,low,Single,2.0,18.0,7757,Touch,none,784.94
271,730,0.1,89,302,1247,1210,19,15,4,No,4,octa,medium,Dual,,2.0,4533,Touch,n,767.03
272,1053,0.3,103,594,1767,3086,17,6,5,Yes,4,single,low,Dual,7.0,12.0,45372,Touch,b,831.0
273,1611,0.6,98,303,714,1595,8,4,9,Yes,3,triple,low,Dual,11.0,14.0,3149,LCD,n,767.24
274,793,0.9,133,1858,1935,2332,17,13,14,No,4,dual,medium,Dual,5.0,15.0,30306,Touch,n,721.77
275,1220,0.5,125,403,1933,2589,19,11,15,No,3,quad,high,Single,3.0,8.0,62442,Touch,a,907.12
276,1662,0.8,126,32,1509,3760,9,5,13,No,4,quad,low,Single,,13.0,61708,Touch,n,741.84
277,1281,0.3,144,590,954,1851,8,2,9,Yes,4,quad,high,Dual,3.0,19.0,8642,Touch,none,979.52
278,538,0.8,177,235,662,417,8,4,9,No,4,hepta,low,Single,12.0,13.0,2485,LCD,b,532.41
279,823,0.4,187,630,888,294,13,9,11,Yes,2,octa,low,Single,,4.0,39397,LCD,b,400.86
280,1733,1.0,119,357,527,3576,17,16,9,Yes,4,hexa,high,Single,3.0,20.0,36291,LCD,none,1019.05
281,1429,0.9,100,246,820,3945,11,7,18,No,4,triple,medium,Dual,,14.0,40504,LCD,g,850.72
282,1839,0.5,200,475,1493,927,19,10,18,Yes,4,hepta,medium,Single,9.0,11.0,54911,LCD,n,729.9
283,659,0.5,110,1054,1929,2044,15,5,2,No,4,triple,high,Single,6.0,7.0,6603,LCD,n,903.62
284,1953,0.1,158,555,764,2334,11,5,4,Yes,3,octa,medium,Dual,7.0,9.0,56973,LCD,none,954.92
285,1172,0.7,164,607,1092,1477,12,0,6,No,4,single,medium,Single,,3.0,26827,LCD,none,875.99
286,612,0.3,102,1360,1891,3161,8,4,3,Yes,2,hepta,medium,Dual,6.0,7.0,16706,LCD,none,990.48
287,1563,0.2,170,142,1699,3660,7,5,5,No,4,octa,high,Single,,,24410,Touch,none,1408.04
288,1191,0.8,84,681,683,1604,14,3,9,No,4,single,medium,Dual,16.0,20.0,26320,LCD,a,994.16
289,615,0.6,163,104,1664,2211,7,4,18,Yes,2,hexa,low,Dual,,4.0,42699,LCD,b,659.96
290,1893,0.2,134,637,763,3822,14,3,18,Yes,2,dual,medium,Dual,8.0,11.0,63703,Touch,a,1135.19
291,1563,0.1,151,410,572,3922,11,1,8,No,2,hepta,medium,Dual,10.0,13.0,16518,LCD,a,861.82
292,1995,0.8,139,1830,1963,1203,14,12,18,Yes,3,hexa,medium,Single,6.0,18.0,9501,Touch,b,1271.96
293,1517,0.6,143,802,1489,2822,15,5,11,No,4,penta,low,Single,6.0,14.0,48778,Touch,b,909.42
294,832,0.3,108,311,1294,447,15,13,12,No,4,penta,medium,Dual,1.0,5.0,34487,Touch,none,591.38
295,1162,0.7,114,56,997,1652,5,0,20,No,4,hepta,medium,Single,,1.0,56364,LCD,none,836.87
296,1595,0.3,121,344,655,3608,15,1,16,Yes,2,octa,high,Single,7.0,19.0,12672,Touch,none,600.59
297,1329,0.9,181,1053,1458,1228,8,6,6,Yes,3,hexa,medium,Single,1.0,2.0,52441,LCD,b,626.67
298,928,0.7,80,221,1243,666,19,10,5,Yes,2,octa,low,Dual,11.0,13.0,56265,Touch,none,386.61
299,1656,0.1,105,506,519,1499,12,8,19,Yes,4,hepta,low,Dual,8.0,17.0,38138,LCD,n,789.73
300,1937,0.6,189,1728,1767,3321,5,4,14,Yes,3,single,medium,Single,17.0,19.0,58740,Touch,none,1501.74
301,977,0.6,181,63,566,1206,7,1,8,Yes,2,hexa,medium,Dual,2.0,7.0,57444,Touch,b,432.82
302,768,0.1,113,418,515,952,19,3,16,Yes,4,single,low,Single,16.0,20.0,56175,LCD,b,663.4
303,1464,0.9,117,854,1168,3927,5,3,15,Yes,2,dual,low,Dual,11.0,14.0,12478,Touch,g,965.6
304,1177,0.4,191,178,882,311,18,5,19,No,4,dual,low,Single,1.0,8.0,29115,LCD,none,690.68
305,1348,0.3,98,1869,1942,955,18,11,7,No,3,triple,medium,Single,18.0,20.0,52509,Touch,a,850.26
306,1956,0.5,87,185,776,1109,13,1,19,No,4,triple,medium,Single,,2.0,37825,Touch,none,744.56
307,1751,0.6,178,170,564,2969,8,6,17,No,2,hexa,low,Dual,6.0,20.0,8263,LCD,a,1034.08
308,1530,0.8,177,454,1975,725,11,10,19,No,2,hexa,medium,Single,11.0,13.0,42191,LCD,a,746.85
309,1997,0.5,185,866,1212,1655,7,6,15,Yes,3,quad,medium,Dual,1.0,8.0,40353,LCD,none,1008.31
310,1414,0.5,180,44,1118,3490,16,12,13,Yes,2,dual,medium,Dual,5.0,6.0,44785,Touch,none,627.71
311,1707,0.8,80,1331,1388,1774,12,0,10,No,2,hepta,medium,Single,,2.0,41754,LCD,none,702.03
312,894,0.5,199,1285,1462,3615,13,0,6,No,4,triple,low,Dual,1.0,14.0,50547,LCD,n,1183.6
313,645,0.7,184,741,1130,714,18,2,13,No,4,octa,medium,Single,6.0,17.0,41132,Touch,none,661.58
314,1163,0.6,155,520,754,2768,19,2,12,No,2,dual,high,Dual,,,49415,LCD,b,605.39
315,1126,0.9,165,114,1726,3739,14,1,13,No,3,octa,low,Single,3.0,17.0,49925,LCD,none,1169.53
316,1648,0.8,170,1153,1876,610,8,1,6,No,4,quad,low,Single,6.0,9.0,64894,Touch,none,815.12
317,1170,0.4,199,474,709,715,18,5,20,Yes,4,dual,low,Single,6.0,13.0,14412,LCD,b,718.15
318,508,0.3,94,39,557,663,13,12,7,No,4,single,low,Single,7.0,8.0,43025,LCD,none,617.79
319,1097,0.2,161,419,1914,1725,14,5,9,No,3,triple,medium,Dual,6.0,8.0,64692,LCD,b,728.77
320,728,0.6,101,584,775,834,16,0,5,No,4,dual,medium,Dual,,20.0,5140,Touch,none,677.49
321,1980,0.8,177,312,1910,3865,12,10,18,No,4,single,low,Dual,2.0,13.0,29157,LCD,none,1063.53
322,1504,0.9,182,19,1923,3059,6,5,10,No,2,single,high,Dual,1.0,2.0,64922,Touch,none,782.12
323,1379,1.0,83,207,1370,651,9,6,7,Yes,4,single,medium,Dual,14.0,17.0,63433,Touch,none,842.96
324,1698,0.9,160,363,994,796,13,3,14,No,4,hexa,medium,Single,5.0,20.0,18013,LCD,g,846.12
325,920,0.4,115,209,1078,785,10,7,5,No,2,hepta,medium,Dual,5.0,14.0,25608,Touch,b,430.37
326,1144,0.4,189,159,724,3252,16,0,8,Yes,2,single,medium,Dual,,11.0,21252,LCD,none,733.82
327,1995,0.2,129,649,1104,1322,15,11,7,Yes,2,single,low,Single,6.0,15.0,26321,Touch,a,677.65
328,1430,0.5,183,1132,1182,2832,7,1,15,No,2,single,low,Dual,1.0,16.0,27123,Touch,n,789.68
329,972,0.4,193,1392,1795,1615,11,6,13,Yes,2,penta,low,Dual,5.0,8.0,13637,Touch,none,721.71
330,662,0.8,138,1001,1224,2125,17,15,15,No,2,single,low,Single,5.0,10.0,20553,Touch,b,507.36
331,1867,0.1,191,712,1442,990,6,1,2,No,4,hexa,high,Single,,3.0,9809,LCD,n,815.21
332,1730,0.1,143,418,1023,1595,14,0,12,No,4,quad,medium,Dual,,10.0,20490,Touch,none,1098.72
333,1723,0.6,126,384,1361,1213,5,0,16,Yes,4,triple,medium,Single,1.0,17.0,7654,Touch,g,866.94
334,1882,0.2,140,119,652,2500,17,1,11,Yes,2,dual,medium,Dual,8.0,13.0,47393,LCD,b,711.58
335,803,0.3,106,627,935,2801,18,15,12,No,2,quad,low,Dual,,1.0,18368,Touch,none,658.21
336,580,0.9,91,1086,1345,3451,15,1,11,Yes,3,triple,medium,Dual,,1.0,47591,Touch,none,940.81
337,668,0.3,114,195,1292,1201,14,12,4,No,4,single,high,Single,2.0,19.0,48785,Touch,none,641.62
338,1391,0.8,182,14,1256,3139,14,7,14,No,4,single,medium,Single,2.0,6.0,36760,Touch,none,1012.34
339,1560,0.8,169,745,1364,1938,15,11,16,No,4,hepta,high,Single,,1.0,22042,Touch,b,1137.8
340,821,0.1,109,253,1786,3185,8,4,15,No,3,triple,medium,Dual,5.0,9.0,54610,LCD,none,924.92
341,811,0.3,106,333,1429,2111,18,7,2,Yes,4,hexa,high,Dual,5.0,13.0,2495,LCD,g,896.15
342,1989,0.1,193,629,682,2369,7,0,18,Yes,3,octa,high,Dual,8.0,15.0,17565,Touch,none,1158.68
343,1034,0.7,120,707,1199,3625,17,1,12,Yes,2,hepta,high,Dual,6.0,20.0,37844,Touch,b,801.15
344,618,0.3,86,1314,1688,1051,13,10,15,No,2,single,medium,Single,2.0,4.0,6248,LCD,b,653.48
345,654,0.7,196,1715,1898,1036,17,4,13,Yes,4,quad,medium,Single,,4.0,52854,LCD,none,720.4
346,576,0.2,184,513,1438,2938,6,0,5,Yes,4,penta,high,Single,2.0,7.0,10563,Touch,b,851.0
347,667,0.7,185,13,1463,2855,5,0,19,Yes,4,hexa,low,Single,6.0,13.0,3743,LCD,n,868.98
348,869,0.6,118,1243,1584,2727,13,3,8,Yes,4,single,medium,Single,7.0,15.0,57675,LCD,none,887.66
349,635,0.4,149,300,1059,2973,12,5,18,Yes,2,triple,low,Dual,2.0,4.0,42588,LCD,b,795.44
350,609,0.3,117,58,1253,2581,15,11,15,Yes,4,single,high,Single,15.0,16.0,44886,LCD,n,874.69
351,1557,0.1,123,1107,1442,2690,18,16,9,No,2,penta,high,Dual,16.0,20.0,2344,LCD,n,849.57
352,1604,1.0,191,134,939,916,13,10,12,Yes,2,octa,medium,Single,2.0,5.0,33372,Touch,a,767.75
353,1182,0.5,138,275,986,2563,19,17,19,No,4,octa,low,Single,7.0,16.0,8535,LCD,none,1051.04
354,848,0.8,148,176,1029,3359,10,0,14,Yes,4,hepta,medium,Dual,10.0,18.0,19673,LCD,none,880.22
355,1610,0.9,181,1236,1280,941,8,4,9,Yes,4,quad,high,Single,7.0,12.0,64198,Touch,none,1018.35
356,1828,0.9,199,336,898,2280,17,14,4,Yes,2,single,medium,Dual,,1.0,17617,LCD,none,914.31
357,880,0.5,194,1116,1381,827,15,9,6,No,4,hepta,medium,Dual,1.0,3.0,50462,LCD,b,649.36
358,1394,0.3,175,1010,1565,473,11,1,20,Yes,4,penta,low,Dual,10.0,13.0,62523,Touch,none,824.69
359,1960,0.3,86,205,1299,3865,10,7,11,Yes,4,hepta,high,Dual,1.0,3.0,61619,LCD,none,1173.25
360,809,0.9,91,1453,1726,1274,18,7,3,No,2,hepta,low,Single,10.0,19.0,21377,LCD,none,614.58
361,899,0.9,172,788,1331,364,11,1,7,No,4,dual,low,Dual,13.0,18.0,57008,Touch,none,704.91
362,1976,0.8,171,1301,1922,3699,17,11,13,Yes,2,dual,low,Dual,4.0,7.0,32083,Touch,n,936.26
363,879,0.8,187,463,1038,2927,14,13,11,No,4,quad,medium,Dual,,2.0,21408,LCD,a,948.73
364,916,0.3,195,188,992,1470,13,0,14,Yes,2,quad,high,Single,,12.0,36668,Touch,none,524.11
365,763,0.5,92,1028,1186,1050,6,4,8,No,4,octa,medium,Dual,8.0,14.0,2244,Touch,none,805.07
366,508,0.4,162,1419,1920,2616,18,8,10,No,3,hexa,medium,Dual,,2.0,9478,Touch,n,747.6
367,825,0.8,99,1471,1866,2915,8,2,10,No,3,octa,high,Dual,,17.0,34418,Touch,none,837.43
368,1864,0.7,178,168,981,2686,11,7,18,No,4,single,medium,Single,8.0,12.0,46298,Touch,g,1226.81
369,1725,1.0,185,1125,1195,1243,19,18,5,No,4,hexa,low,Dual,8.0,12.0,52786,Touch,g,831.4
370,1108,0.1,183,130,1706,3264,16,1,13,Yes,2,dual,high,Single,10.0,12.0,52714,Touch,a,698.73
371,1011,0.2,131,481,749,2261,7,6,16,No,4,hepta,medium,Single,4.0,18.0,36540,Touch,n,980.96
372,1703,0.7,138,1411,1711,2993,5,1,20,Yes,4,penta,medium,Dual,17.0,19.0,55687,Touch,a,1394.22
373,1067,0.5,135,79,681,706,12,9,16,Yes,2,hepta,medium,Dual,,,58615,Touch,none,527.94
374,1334,0.6,115,1187,1974,2542,10,1,8,Yes,4,penta,high,Single,5.0,14.0,42423,LCD,none,891.94
375,775,0.4,189,561,1510,2523,17,16,9,Yes,3,hepta,high,Single,,10.0,30248,LCD,g,785.55
376,1899,0.1,151,96,814,336,13,11,4,Yes,3,dual,low,Single,,,26438,LCD,a,676.31
377,930,0.4,97,77,1025,2457,11,7,17,Yes,4,hexa,medium,Dual,1.0,10.0,14623,Touch,none,671.29
378,1058,0.4,166,493,1247,418,9,7,16,No,2,quad,medium,Single,2.0,14.0,19628,LCD,a,398.53
379,1187,0.4,145,1173,1814,3917,13,11,8,Yes,4,dual,medium,Single,,9.0,46518,LCD,n,1336.36
380,1874,0.9,166,964,1233,1246,8,1,2,Yes,2,hepta,high,Dual,10.0,13.0,8630,LCD,g,850.91
381,1482,0.2,142,634,642,2971,12,8,12,No,3,hepta,low,Single,2.0,10.0,48711,Touch,n,723.81
382,1809,0.1,174,639,721,2324,10,6,16,Yes,4,triple,medium,Single,3.0,4.0,59274,LCD,n,968.34
383,864,0.7,187,127,1670,3121,18,2,16,Yes,4,dual,high,Dual,,1.0,54639,Touch,b,1207.41
384,625,0.2,191,431,550,3801,10,6,2,Yes,4,single,medium,Single,12.0,20.0,33510,LCD,none,671.1
385,1880,0.7,138,71,699,3333,17,15,7,Yes,4,triple,medium,Single,4.0,5.0,18450,LCD,none,1026.01
386,1138,0.2,187,111,1138,3475,19,3,3,No,4,octa,medium,Single,12.0,17.0,44631,LCD,none,1113.84
387,560,1.0,146,356,1903,2360,17,16,18,No,2,octa,low,Single,14.0,15.0,23467,Touch,a,507.74
388,1117,0.6,144,798,817,2895,7,6,16,No,3,hepta,low,Single,1.0,8.0,12534,Touch,none,952.67
389,1712,0.5,137,747,1126,3652,16,1,19,No,3,hepta,medium,Single,1.0,12.0,63812,LCD,none,1047.59
390,1836,0.1,134,408,1139,3097,5,0,18,Yes,2,hexa,medium,Dual,3.0,16.0,26281,Touch,none,986.53
391,1036,0.2,119,373,926,2101,10,7,2,Yes,2,hepta,high,Single,,3.0,39512,Touch,none,636.73
392,1860,0.6,162,1362,1506,3918,9,2,8,Yes,2,quad,high,Single,15.0,16.0,23342,Touch,none,1089.52
393,1375,0.9,145,475,726,3869,19,18,10,Yes,4,hepta,medium,Single,3.0,19.0,9610,Touch,g,1326.04
394,1945,0.3,195,743,1753,732,14,1,14,No,4,quad,medium,Dual,,1.0,57315,Touch,none,736.37
395,1896,0.4,141,447,794,3684,9,7,18,No,4,dual,low,Dual,8.0,13.0,7545,LCD,none,1476.9
396,788,0.9,91,42,1161,3969,12,8,6,No,4,octa,high,Dual,4.0,12.0,57374,Touch,n,1020.33
397,880,0.7,173,30,1350,1414,12,1,7,Yes,3,dual,medium,Dual,,2.0,33454,Touch,none,600.19
398,1323,0.2,131,162,619,1892,10,0,15,Yes,4,quad,high,Dual,10.0,12.0,28601,Touch,a,905.64
399,1868,0.2,169,347,660,3131,8,3,7,No,4,single,medium,Dual,,4.0,42265,Touch,g,992.97
400,1266,0.2,184,346,1468,2532,10,5,4,No,4,triple,medium,Dual,,12.0,7246,Touch,n,1156.33
401,1042,0.8,93,727,1705,3215,18,0,20,No,4,hepta,high,Dual,16.0,18.0,50123,Touch,a,919.71
402,1479,0.6,156,180,1476,3323,13,12,6,No,3,triple,low,Single,8.0,10.0,19495,LCD,n,1251.53
403,1476,0.1,171,1641,1666,1529,13,8,3,Yes,4,quad,medium,Dual,,5.0,54998,LCD,g,1155.6
404,1552,0.2,123,269,1026,2403,9,2,9,Yes,4,hexa,medium,Single,6.0,9.0,13529,Touch,a,1120.21
405,1454,0.7,83,250,1033,3419,7,5,5,Yes,3,quad,low,Dual,1.0,3.0,34393,Touch,none,963.0
406,1007,0.1,95,1186,1529,3648,9,0,16,No,2,penta,medium,Single,,2.0,45202,LCD,none,766.72
407,652,0.7,173,77,559,1974,12,10,12,Yes,4,penta,high,Dual,9.0,11.0,17559,LCD,none,770.78
408,1504,0.7,142,507,973,2806,7,2,7,No,4,octa,medium,Single,12.0,15.0,34574,LCD,b,1146.22
409,1726,0.6,193,379,1223,2239,13,9,13,Yes,3,quad,low,Dual,2.0,3.0,51321,LCD,g,1178.32
410,1029,0.2,171,264,956,582,15,7,4,Yes,4,penta,medium,Dual,5.0,8.0,4981,Touch,a,634.62
411,1582,0.5,112,1486,1797,3890,17,10,10,No,4,hexa,high,Single,2.0,13.0,44739,Touch,g,1414.92
412,1478,0.7,99,694,882,1141,5,2,6,Yes,2,penta,low,Dual,12.0,17.0,48813,LCD,b,531.47
413,1178,0.6,101,579,596,2511,6,3,17,Yes,2,penta,medium,Single,,,49634,LCD,none,581.96
414,707,0.8,131,495,574,3838,9,2,7,No,3,triple,medium,Dual,2.0,17.0,25514,LCD,a,996.75
415,755,0.3,186,315,990,2734,10,1,16,Yes,4,quad,high,Single,5.0,12.0,51482,LCD,b,711.2
416,912,0.3,161,329,1053,2330,19,5,20,Yes,2,octa,medium,Single,1.0,5.0,54407,Touch,none,884.73
417,651,0.2,176,548,858,2244,14,9,19,Yes,4,penta,low,Dual,2.0,4.0,63723,Touch,none,828.78
418,1483,0.2,176,531,758,1851,15,13,2,No,4,hepta,medium,Single,1.0,2.0,54555,Touch,none,799.48
419,914,0.8,100,191,1495,808,11,7,5,Yes,3,dual,low,Single,2.0,12.0,4608,Touch,none,598.59
420,1456,0.4,105,823,1104,1587,6,5,20,Yes,3,penta,low,Dual,7.0,12.0,7611,LCD,b,584.4
421,1178,0.3,84,96,1352,2492,16,14,10,No,3,triple,medium,Dual,6.0,17.0,57260,Touch,none,841.93
422,1503,0.2,166,841,1304,2122,15,1,2,Yes,4,quad,low,Single,10.0,14.0,43139,LCD,none,1009.29
423,1681,0.4,158,195,1205,1122,12,6,16,Yes,2,dual,high,Single,2.0,13.0,11528,Touch,b,452.38
424,715,0.1,160,21,562,3709,14,2,10,No,2,quad,high,Dual,4.0,6.0,48113,LCD,none,713.35
425,1876,0.4,182,235,585,3021,12,2,18,No,4,triple,high,Dual,3.0,4.0,56544,LCD,none,703.44
426,1190,0.3,186,1417,1441,624,9,3,19,Yes,3,hexa,medium,Dual,9.0,10.0,47379,Touch,b,577.91
427,1755,0.1,134,286,1075,3937,8,1,7,Yes,4,hepta,medium,Single,,2.0,23899,LCD,a,1360.57
428,1197,0.5,149,649,1629,1797,19,5,4,No,4,hexa,medium,Single,3.0,7.0,20764,Touch,b,1089.44
429,1048,0.8,194,966,1975,1458,5,1,15,Yes,4,dual,low,Single,10.0,19.0,28638,LCD,g,975.87
430,1887,0.2,126,1172,1798,3348,18,16,16,Yes,4,octa,high,Dual,6.0,7.0,17303,Touch,none,1217.08
431,1772,0.7,116,270,545,1834,5,2,20,Yes,2,octa,low,Dual,3.0,15.0,64331,Touch,g,744.27
432,1421,0.4,165,781,1657,2775,13,8,14,No,4,single,high,Single,,2.0,57022,LCD,b,1098.28
433,1464,0.7,153,418,1341,1277,13,6,19,No,4,hexa,low,Dual,,8.0,17303,LCD,none,899.28
434,728,0.8,111,126,817,457,17,10,16,No,3,quad,high,Dual,4.0,5.0,23221,Touch,b,525.19
435,954,0.3,134,228,1058,438,17,0,2,Yes,3,dual,low,Single,,11.0,50342,LCD,none,607.83
436,685,0.8,82,1091,1203,3210,15,7,2,No,4,hepta,low,Dual,8.0,15.0,13594,Touch,a,966.68
437,1472,0.5,130,1452,1744,985,12,11,7,No,3,hexa,high,Dual,1.0,10.0,36807,Touch,none,853.99
438,853,0.6,200,674,740,3701,15,8,8,Yes,4,dual,medium,Single,10.0,16.0,3985,Touch,none,1034.05
439,1469,0.7,123,398,1133,1052,8,1,3,No,2,hepta,medium,Single,,,8354,Touch,none,642.07
440,1310,0.9,135,449,889,1175,16,0,8,Yes,2,octa,high,Dual,6.0,9.0,57839,LCD,none,558.47
441,1654,0.3,146,1184,1719,1070,8,1,14,No,3,hepta,medium,Single,1.0,2.0,11642,Touch,g,883.4
442,902,0.3,134,675,1285,3411,12,11,15,Yes,2,hepta,low,Single,3.0,9.0,4139,LCD,b,626.6
443,1448,1.0,156,1792,1850,1175,12,9,6,No,2,triple,medium,Dual,13.0,16.0,26574,Touch,none,824.79
444,1631,0.1,198,177,1905,301,13,5,13,No,4,hepta,low,Dual,2.0,12.0,3208,LCD,none,775.33
445,1608,0.4,183,1013,1158,489,15,11,8,No,2,dual,medium,Dual,7.0,13.0,28629,LCD,a,637.36
446,1991,0.9,145,1058,1325,1733,5,3,8,Yes,4,dual,high,Single,5.0,13.0,64531,Touch,none,1080.78
447,1349,0.3,114,592,772,2756,11,3,4,No,3,penta,medium,Dual,15.0,16.0,62616,LCD,none,758.42
448,1589,0.8,195,810,1743,2612,8,2,16,No,4,single,high,Single,5.0,18.0,51889,LCD,none,1160.42
449,1844,0.7,158,533,882,1724,5,1,14,Yes,2,octa,high,Dual,1.0,3.0,51903,Touch,g,789.77
450,712,0.2,84,558,1208,2190,16,12,4,Yes,4,dual,low,Dual,3.0,10.0,35189,Touch,a,676.2
451,972,0.7,107,681,1050,1900,16,8,19,Yes,4,triple,medium,Single,,4.0,54796,LCD,b,912.35
452,1406,0.8,98,1017,1366,3915,9,8,2,No,4,triple,low,Dual,2.0,5.0,34299,LCD,a,1468.61
453,1289,1.0,178,765,899,1043,6,2,11,No,4,hexa,low,Single,10.0,12.0,25497,Touch,none,663.65
454,932,0.7,154,1176,1224,3817,8,7,9,No,3,hepta,medium,Single,1.0,2.0,64651,Touch,g,1013.96
455,1747,0.7,94,947,1131,2362,17,2,19,Yes,4,triple,low,Single,6.0,19.0,48783,Touch,none,989.71
456,1172,0.1,95,1314,1884,1107,7,3,5,Yes,2,triple,medium,Dual,4.0,7.0,41833,LCD,none,721.19
457,1128,0.4,84,609,1370,2982,14,9,12,Yes,3,penta,medium,Single,12.0,14.0,53675,Touch,none,950.41
458,664,0.9,106,754,1497,2042,17,15,19,No,3,penta,medium,Dual,,5.0,28617,Touch,none,694.58
459,513,0.1,186,619,867,1343,5,1,9,Yes,4,quad,low,Single,6.0,12.0,44414,Touch,none,660.14
460,1742,0.4,170,453,681,2610,12,3,10,No,4,hepta,high,Dual,9.0,12.0,43061,LCD,n,1022.91
461,1512,0.7,162,205,884,2335,15,7,7,Yes,3,hepta,medium,Single,12.0,17.0,6828,Touch,a,922.42
462,1986,0.1,165,282,1358,1614,17,12,3,No,4,octa,low,Dual,3.0,20.0,51737,Touch,g,899.06
463,965,1.0,109,130,998,1138,9,8,10,Yes,2,dual,medium,Dual,5.0,14.0,13173,Touch,none,426.25
464,1067,0.6,122,494,1989,604,16,14,11,Yes,4,octa,high,Dual,3.0,15.0,40917,LCD,none,746.48
465,1583,0.8,118,275,862,3652,14,10,9,Yes,4,triple,medium,Single,5.0,10.0,42432,LCD,none,1025.86
466,1653,0.9,176,447,1785,3955,19,4,18,No,4,quad,low,Dual,2.0,6.0,37304,Touch,a,968.93
467,1433,0.7,133,281,799,258,11,9,4,No,3,octa,medium,Single,7.0,11.0,5005,Touch,a,651.92
468,765,0.1,153,6,793,1066,11,1,16,No,4,hepta,high,Single,,,18706,Touch,none,812.74
469,1845,0.3,96,292,695,1731,9,5,6,Yes,2,single,low,Dual,10.0,12.0,61543,LCD,none,930.07
470,752,0.7,87,164,728,3860,7,5,16,No,2,hepta,low,Dual,1.0,13.0,48153,LCD,none,629.95
