sim,battery_power,gen,ram,px_width,px_height,price,speed,cores,bluetooth,wifi,speed_ord,cores_ord,sim_ord,bluetooth_bin,gen_2,gen_3,gen_4,cores_dual,cores_hepta,cores_hexa,cores_octa,cores_penta,cores_quad,cores_single,cores_triple,screen_LCD,screen_Touch,wifi_a,wifi_b,wifi_g,wifi_n,wifi_none,sim_Dual,sim_Single
Dual,1577,4,2060,1737,1045,904.76,low,penta,No,none,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,534,4,3926,1199,393,1167.1,low,penta,No,none,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,946,4,2177,1740,650,817.24,medium,hexa,No,b,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,685,2,728,648,433,450.72,low,hepta,No,b,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1949,3,2478,1136,839,922.71,medium,penta,No,none,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,947,4,2842,1220,1176,753.34,low,dual,No,none,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,801,2,1617,879,650,600.35,medium,hepta,Yes,a,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,703,4,1472,1065,218,590.45,high,single,Yes,none,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Single,1165,3,764,831,564,548.61,high,hexa,Yes,none,3,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1082,2,2337,1191,986,632.06,low,octa,No,b,1,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Dual,959,3,3965,1631,561,1044.24,high,quad,Yes,none,3,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Single,1502,3,3693,588,65,1014.68,medium,penta,Yes,none,2,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1380,4,797,500,420,817.57,medium,triple,Yes,none,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Single,1266,4,1687,1698,1365,968.23,low,hexa,No,none,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1934,4,2940,1299,619,1234.38,high,single,Yes,a,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Single,1905,4,1545,898,849,932.66,low,single,Yes,none,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1831,3,3834,1381,611,1363.66,medium,penta,No,g,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,596,3,2505,984,953,877.36,medium,single,No,none,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1562,4,2243,1533,642,788.25,medium,penta,Yes,none,2,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1490,4,3600,1464,1417,1452.75,low,octa,Yes,a,1,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Single,1523,4,3971,539,247,1153.33,high,dual,Yes,g,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Single,640,3,2844,1179,710,848.17,low,quad,No,none,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1526,4,2227,751,718,1168.7,medium,hepta,No,none,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1989,4,1665,1497,1100,990.87,high,triple,No,n,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Single,1308,4,3355,1215,59,789.23,medium,triple,No,n,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Single,609,3,1866,1948,938,665.39,low,quad,No,a,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Dual,1905,4,1287,1542,825,952.12,low,triple,No,none,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1703,4,1046,1235,286,883.01,low,single,Yes,g,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Dual,1445,4,1441,1345,1273,1023.47,high,hepta,Yes,b,3,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1087,4,690,589,295,736.9,medium,triple,No,g,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Dual,671,3,2504,1182,852,867.74,low,hepta,No,none,1,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1472,3,2677,1052,710,1008.63,high,hexa,Yes,none,3,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,765,4,2243,1429,1277,729.56,low,octa,No,g,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Dual,1642,4,2984,873,129,942.77,low,hexa,No,g,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,1265,2,1362,836,690,431.8,medium,penta,No,b,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Dual,664,4,3629,1478,701,1163.48,medium,hepta,Yes,a,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1277,4,3559,1460,309,1112.27,low,hexa,Yes,none,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1395,3,2571,705,213,1045.32,medium,triple,No,b,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Single,1539,3,2107,1666,1112,734.57,high,octa,Yes,n,3,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Single,1049,2,1022,1077,199,558.07,medium,penta,Yes,none,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,1827,4,2844,1020,55,893.97,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,903,4,711,1235,1230,802.07,medium,single,No,none,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,1987,4,3117,1516,1052,1224.25,low,triple,Yes,g,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Dual,1154,4,978,1499,541,848.49,medium,octa,No,b,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1336,4,1869,583,55,877.52,low,penta,No,a,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Single,1886,4,1179,1958,809,727.25,low,triple,No,a,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Single,1551,2,3844,1995,1738,1392.7,medium,penta,No,none,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,850,4,593,642,404,572.82,medium,penta,Yes,a,2,5,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
Single,660,4,588,1178,262,793.31,low,dual,No,b,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Dual,1225,2,3836,1404,759,779.12,medium,quad,Yes,none,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Dual,1452,4,2669,1040,42,880.85,low,hexa,Yes,none,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1686,2,2958,1453,397,721.95,high,quad,Yes,none,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Single,1634,4,3031,1677,964,1027.44,medium,dual,Yes,a,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1708,4,3388,517,233,1130.99,high,single,Yes,g,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Dual,1151,2,2377,1560,1022,672.13,high,octa,Yes,none,3,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1578,4,2458,1226,411,932.55,medium,quad,No,a,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Single,1689,2,2766,1200,954,690.48,medium,triple,No,b,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Single,1488,2,3054,1647,1528,920.11,low,penta,No,none,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1313,2,3791,1308,416,1005.99,medium,single,Yes,g,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Dual,1715,4,625,1615,638,909.68,medium,octa,No,none,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1442,3,2227,687,231,849.08,medium,triple,No,none,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Single,528,4,3256,637,574,1047.64,medium,dual,No,none,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1523,4,707,1606,148,762.66,medium,single,Yes,none,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,1133,3,1457,1543,730,702.26,medium,penta,No,b,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1718,4,3755,980,564,1400.92,high,penta,Yes,g,3,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,1330,3,1733,1441,1290,695.46,low,hepta,No,b,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,1799,3,720,1383,632,768.5,low,quad,Yes,g,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Single,633,4,3560,1009,529,1128.87,medium,octa,Yes,n,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Dual,724,3,2311,1754,1273,731.6,high,hepta,No,none,3,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,822,4,3846,860,667,995.33,low,hexa,Yes,none,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1918,3,1717,1543,1170,736.85,medium,penta,No,b,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Single,1891,4,3704,1108,169,1265.47,high,hepta,No,none,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1373,3,3800,673,105,724.21,medium,hepta,Yes,none,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,862,2,278,1758,793,434.73,low,dual,Yes,b,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1273,4,1767,886,490,1055.64,medium,quad,No,none,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,957,3,1846,1485,1201,826.14,high,penta,Yes,a,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1617,4,829,1038,246,598.77,medium,dual,Yes,none,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,893,2,2986,946,417,632.04,high,dual,No,b,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1210,2,2394,1462,1177,795.92,low,penta,No,none,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,708,4,2169,654,78,806.53,high,octa,Yes,g,3,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,835,3,1181,1604,323,681.67,medium,quad,No,a,2,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Dual,1450,2,575,1882,707,538.1,high,single,Yes,none,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,973,4,2977,1816,457,955.01,medium,hepta,Yes,none,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,601,4,532,765,356,639.38,medium,quad,Yes,b,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Dual,507,3,1702,1398,936,742.67,low,hepta,Yes,g,1,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,564,4,1074,1980,912,838.39,medium,triple,No,none,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,1559,4,3352,1559,179,1211.02,medium,hexa,Yes,b,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,754,4,1027,1928,1914,859.19,low,hepta,No,none,1,7,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,728,3,2039,1529,526,672.71,high,quad,No,b,3,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Single,1431,4,461,952,156,727.84,low,single,Yes,none,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Single,767,2,527,1517,344,455.41,medium,quad,No,none,2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1722,3,3271,1741,865,903.04,high,dual,No,n,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Single,1992,4,606,1596,1552,806.91,medium,dual,Yes,a,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1876,4,2513,1564,546,1132.49,low,hexa,No,none,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1054,4,1675,1222,1097,922.89,medium,hexa,No,g,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,1283,3,2698,692,372,654.23,medium,penta,Yes,none,2,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1281,2,1129,1617,1285,609.84,high,single,Yes,none,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,1066,4,468,1571,1242,784.94,low,hepta,No,none,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,730,4,1210,1247,302,767.03,medium,octa,No,n,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,1053,4,3086,1767,594,831.0,low,single,Yes,b,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Dual,1611,3,1595,714,303,767.24,low,triple,Yes,n,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Dual,793,4,2332,1935,1858,721.77,medium,dual,No,n,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1220,3,2589,1933,403,907.12,high,quad,No,a,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Single,1662,4,3760,1509,32,741.84,low,quad,No,n,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Dual,1281,4,1851,954,590,979.52,high,quad,Yes,none,3,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,538,4,417,662,235,532.41,low,hepta,No,b,1,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,823,2,294,888,630,400.86,low,octa,Yes,b,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,1733,4,3576,527,357,1019.05,high,hexa,Yes,none,3,6,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1429,4,3945,820,246,850.72,medium,triple,No,g,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
Single,1839,4,927,1493,475,729.9,medium,hepta,Yes,n,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Single,659,4,2044,1929,1054,903.62,high,triple,No,n,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Dual,1953,3,2334,764,555,954.92,medium,octa,Yes,none,2,8,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1172,4,1477,1092,607,875.99,medium,single,No,none,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,612,2,3161,1891,1360,990.48,medium,hepta,Yes,none,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1563,4,3660,1699,142,1408.04,high,octa,No,none,3,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1191,4,1604,683,681,994.16,medium,single,No,a,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Dual,615,2,2211,1664,104,659.96,low,hexa,Yes,b,1,6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1893,2,3822,763,637,1135.19,medium,dual,Yes,a,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1563,2,3922,572,410,861.82,medium,hepta,No,a,2,7,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1995,3,1203,1963,1830,1271.96,medium,hexa,Yes,b,2,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1517,4,2822,1489,802,909.42,low,penta,No,b,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Dual,832,4,447,1294,311,591.38,medium,penta,No,none,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,1162,4,1652,997,56,836.87,medium,hepta,No,none,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1595,2,3608,655,344,600.59,high,octa,Yes,none,3,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1329,3,1228,1458,1053,626.67,medium,hexa,Yes,b,2,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,928,2,666,1243,221,386.61,low,octa,Yes,none,1,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1656,4,1499,519,506,789.73,low,hepta,Yes,n,1,7,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,1937,3,3321,1767,1728,1501.74,medium,single,Yes,none,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,977,2,1206,566,63,432.82,medium,hexa,Yes,b,2,6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,768,4,952,515,418,663.4,low,single,Yes,b,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Dual,1464,2,3927,1168,854,965.6,low,dual,Yes,g,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Single,1177,4,311,882,178,690.68,low,dual,No,none,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1348,3,955,1942,1869,850.26,medium,triple,No,a,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Single,1956,4,1109,776,185,744.56,medium,triple,No,none,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,1751,2,2969,564,170,1034.08,low,hexa,No,a,1,6,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1530,2,725,1975,454,746.85,medium,hexa,No,a,2,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1997,3,1655,1212,866,1008.31,medium,quad,Yes,none,2,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Dual,1414,2,3490,1118,44,627.71,medium,dual,Yes,none,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1707,2,1774,1388,1331,702.03,medium,hepta,No,none,2,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,894,4,3615,1462,1285,1183.6,low,triple,No,n,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Single,645,4,714,1130,741,661.58,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1163,2,2768,754,520,605.39,high,dual,No,b,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1126,3,3739,1726,114,1169.53,low,octa,No,none,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1648,4,610,1876,1153,815.12,low,quad,No,none,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1170,4,715,709,474,718.15,low,dual,Yes,b,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,508,4,663,557,39,617.79,low,single,No,none,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,1097,3,1725,1914,419,728.77,medium,triple,No,b,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Dual,728,4,834,775,584,677.49,medium,dual,No,none,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1980,4,3865,1910,312,1063.53,low,single,No,none,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,1504,2,3059,1923,19,782.12,high,single,No,none,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Dual,1379,4,651,1370,207,842.96,medium,single,Yes,none,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,1698,4,796,994,363,846.12,medium,hexa,No,g,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,920,2,785,1078,209,430.37,medium,hepta,No,b,2,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1144,2,3252,724,159,733.82,medium,single,Yes,none,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,1995,2,1322,1104,649,677.65,low,single,Yes,a,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Dual,1430,2,2832,1182,1132,789.68,low,single,No,n,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Dual,972,2,1615,1795,1392,721.71,low,penta,Yes,none,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,662,2,2125,1224,1001,507.36,low,single,No,b,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Single,1867,4,990,1442,712,815.21,high,hexa,No,n,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Dual,1730,4,1595,1023,418,1098.72,medium,quad,No,none,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,1723,4,1213,1361,384,866.94,medium,triple,Yes,g,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Dual,1882,2,2500,652,119,711.58,medium,dual,Yes,b,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,803,2,2801,935,627,658.21,low,quad,No,none,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,580,3,3451,1345,1086,940.81,medium,triple,Yes,none,2,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Single,668,4,1201,1292,195,641.62,high,single,No,none,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,1391,4,3139,1256,14,1012.34,medium,single,No,none,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,1560,4,1938,1364,745,1137.8,high,hepta,No,b,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Dual,821,3,3185,1786,253,924.92,medium,triple,No,none,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,811,4,2111,1429,333,896.15,high,hexa,Yes,g,3,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Dual,1989,3,2369,682,629,1158.68,high,octa,Yes,none,3,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1034,2,3625,1199,707,801.15,high,hepta,Yes,b,3,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,618,2,1051,1688,1314,653.48,medium,single,No,b,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Single,654,4,1036,1898,1715,720.4,medium,quad,Yes,none,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Single,576,4,2938,1438,513,851.0,high,penta,Yes,b,3,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Single,667,4,2855,1463,13,868.98,low,hexa,Yes,n,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
